ID,SalePrice
1461,125315.09688898268
1462,184180.9813902115
1463,190812.62958965386
1464,200930.79123059832
1465,216034.78998573835
1466,192212.00442004186
1467,189399.3451022669
1468,182829.4526511628
1469,225677.58454664124
1470,133087.64630880166
1471,217971.2852259275
1472,137038.19265897074
1473,120843.47174202738
1474,183053.50586603573
1475,149423.54225280293
1476,350370.57810807705
1477,259890.48666426883
1478,333999.43915113044
1479,311486.5954509708
1480,457480.098013961
1481,316083.6696911437
1482,245677.39993888713
1483,199950.96292513996
1484,196028.13515325505
1485,246462.70509732564
1486,234023.5186890217
1487,304466.41136040713
1488,266166.3892131138
1489,209704.60873684482
1490,248761.87149657408
1491,231184.86896959064
1492,128037.30326511158
1493,225086.5237866626
1494,304159.27265482186
1495,287054.05135985836
1496,255743.08552097215
1497,195383.5484318424
1498,189392.40826605196
1499,207904.40073089674
1500,196575.1589217694
1501,220209.07767025003
1502,173652.37074020188
1503,292603.4473766626
1504,266440.40780538355
1505,247685.95999354176
1506,209654.71893903892
1507,265428.67525846977
1508,220549.51324706993
1509,178269.28770828567
1510,160473.96654932754
1511,171871.5320750467
1512,181744.38849826105
1513,188175.34810734572
1514,163833.3731276177
1515,213383.31210715065
1516,185617.89153255138
1517,201354.57821259924
1518,162418.34581169492
1519,252046.28365822055
1520,140853.55761076492
1521,137267.80443864432
1522,221574.29621064884
1523,113688.6140400685
1524,116895.87636512794
1525,118513.07238897511
1526,136646.4765179183
1527,111568.85416329553
1528,159551.36302233906
1529,155063.87866995242
1530,216480.82292739453
1531,194183.39455742945
1532,126323.64791863576
1533,185443.71973495727
1534,130152.13286221045
1535,179853.85679995824
1536,127923.35822178362
1537,71695.54979995686
1538,202480.55274013663
1539,225013.89119925804
1540,156124.1528778501
1541,156677.5718779093
1542,156921.9037230985
1543,217960.81371666768
1544,101166.06450921093
1545,139892.58871332835
1546,160129.4355281025
1547,167542.2515174385
1548,152327.07884720957
1549,137441.31117905444
1550,163471.9115391935
1551,151501.99350097217
1552,181355.82807603656
1553,178775.83111717994
1554,139116.6534897288
1555,183419.4884524016
1556,111710.45055887481
1557,112603.88902241338
1558,108926.1755518695
1559,128446.8523261314
1560,187949.59727837925
1561,136842.2929085404
1562,145214.8258509948
1563,140501.059583474
1564,201919.1241388447
1565,165331.00515427708
1566,273807.3504440582
1567,85807.22736729325
1568,256819.95198183286
1569,139855.85965413993
1570,165394.857717582
1571,118968.31213208087
1572,158937.66815505913
1573,274976.35044731386
1574,151360.9863620922
1575,276798.74994088314
1576,260516.31775819708
1577,224690.97201417427
1578,150391.13228458416
1579,169528.3642156382
1580,213630.74561349017
1581,176421.91448851323
1582,136493.6419572299
1583,311672.1839712486
1584,253807.33245211508
1585,174952.74538973605
1586,74026.30594719078
1587,100110.30877077932
1588,179585.8786798964
1589,105273.193661024
1590,156070.73201792684
1591,103345.5164839233
1592,143023.9802263001
1593,150836.3158723708
1594,157582.5880995788
1595,148635.69880546085
1596,258970.76861910184
1597,204965.15896757497
1598,227090.5727942153
1599,224850.86677189937
1600,219348.98174064007
1601,55925.12796547137
1602,145751.50910970295
1603,86500.28372110987
1604,291400.09507471527
1605,271895.7229845698
1606,187073.13935324154
1607,196649.2314167703
1608,251856.37209204596
1609,210499.2322894397
1610,160404.74234012037
1611,167702.86348145324
1612,199834.4165846993
1613,180149.63396302942
1614,169159.35356928917
1615,105683.10401187073
1616,70473.26533777967
1617,81014.89131467977
1618,124167.00616107744
1619,166113.1001933161
1620,216829.7333779845
1621,152078.23557832598
1622,159657.42427617157
1623,300008.941637454
1624,239999.24868233447
1625,121695.31803583048
1626,195958.59469947795
1627,202579.72314642157
1628,310571.08766648115
1629,218435.33532113643
1630,328217.98107743205
1631,240864.17862741923
1632,242259.86159551935
1633,231787.35005127368
1634,213694.93042256156
1635,206342.12175030098
1636,173658.23335038708
1637,195146.26134545295
1638,230532.96286739293
1639,188252.26081562706
1640,270543.7852246572
1641,195976.2244323606
1642,269769.58057483635
1643,251220.66318768577
1644,265591.22766723204
1645,209124.363857766
1646,182677.6739558095
1647,175909.30899907387
1648,149582.2451116824
1649,151083.23657710015
1650,116697.90430347201
1651,125726.715045167
1652,136010.18668844958
1653,132386.6492657602
1654,171481.6952965009
1655,186599.25503865516
1656,180696.61176449823
1657,168398.82751902431
1658,180308.94299809716
1659,129093.33435277196
1660,169472.4241439369
1661,426077.1437991811
1662,351936.8060502329
1663,379164.6183250167
1664,456955.05311251944
1665,330173.91514195973
1666,323572.20230491756
1667,356270.1658099672
1668,356064.5597235246
1669,330130.2491611644
1670,350826.6598733247
1671,279213.89840097213
1672,389136.9588203741
1673,307710.0308853433
1674,277077.0515404814
1675,227859.5535648334
1676,248014.58250268467
1677,230826.88440135517
1678,455688.42566111527
1679,366881.7673982128
1680,319858.9141591138
1681,285822.2500584212
1682,315978.72442302655
1683,214633.71407291223
1684,224617.74387827562
1685,217461.8232388091
1686,205206.89115613847
1687,234073.1863776389
1688,227253.71985938103
1689,235892.3845989166
1690,235798.50661274596
1691,223942.11774507962
1692,294535.68949960946
1693,238428.39086372568
1694,200137.51144536605
1695,204442.0896166523
1696,285951.0745785868
1697,195799.91077003788
1698,326925.51516912004
1699,343504.4010786766
1700,268800.81759274035
1701,291838.9141431404
1702,275769.5086203907
1703,273860.56320021243
1704,302452.37200571573
1705,298679.1158730937
1706,414792.7580845874
1707,230821.46645449233
1708,228482.7680321383
1709,287651.59918881085
1710,265239.86692131986
1711,308450.84460460657
1712,275081.2998529225
1713,281175.32827858673
1714,244385.47155029132
1715,231370.12042230973
1716,206786.09565655713
1717,221443.7034142092
1718,159195.21229629137
1719,243241.58902342356
1720,274909.1811514874
1721,206554.60126358876
1722,149455.3368798511
1723,178062.59463546047
1724,229392.12596886032
1725,261626.61160146762
1726,221231.31059217657
1727,179408.20018315458
1728,222375.0126301602
1729,167529.34595919406
1730,184445.27329868422
1731,144425.25281902638
1732,138161.98134533563
1733,127570.69334853743
1734,132294.22001841103
1735,161216.4450444646
1736,117581.05059726723
1737,308846.31519410433
1738,245250.53532502434
1739,297290.3578491202
1740,232617.5162168709
1741,220935.5729543644
1742,196448.77007206331
1743,202164.19657617153
1744,331378.14609853155
1745,250155.14917900437
1746,259299.34057941547
1747,242914.63085355793
1748,231975.81634089616
1749,180922.59759428754
1750,158229.8066351687
1751,275376.10837547784
1752,124086.1611274172
1753,173730.83028841793
1754,219981.58424082593
1755,224359.40717893935
1756,125900.29859454218
1757,126447.64754679674
1758,158834.32098061527
1759,167264.6962953833
1760,187643.060541762
1761,172544.76594266252
1762,193820.472720754
1763,214474.08523453827
1764,132934.7381911471
1765,208698.50778665196
1766,181160.02501291208
1767,220553.38439195105
1768,156432.64731859515
1769,194345.35240177985
1770,180816.6896221956
1771,142565.27410127758
1772,169481.7148756548
1773,142735.10419228068
1774,202836.2057698654
1775,151077.33469187946
1776,145686.07515312376
1777,104931.77098049418
1778,173363.25555869247
1779,155834.73519907286
1780,208454.24299175155
1781,150322.3037137941
1782,77196.86539925233
1783,158271.80091673386
1784,98679.37806416996
1785,146517.28480140428
1786,172982.1230848516
1787,191942.17468602056
1788,31858.84841920028
1789,128490.26845962676
1790,99927.560927237
1791,252225.05648477617
1792,163567.2996388788
1793,139713.82576562575
1794,192388.27243705053
1795,157598.87308048693
1796,153995.31987977956
1797,145821.72989556362
1798,135429.4984222566
1799,116663.61131933265
1800,164477.02923720828
1801,128472.14694384721
1802,152599.07709961373
1803,175412.86702575686
1804,168826.78236989613
1805,153395.30569045097
1806,149082.44333396526
1807,187503.23356041926
1808,132485.41052290858
1809,136783.28215105925
1810,168212.10288009635
1811,71849.58368672337
1812,110023.37570948953
1813,139011.19016288943
1814,102251.19459468208
1815,66498.51657173802
1816,113774.31682578812
1817,137720.3671646143
1818,197185.48267014805
1819,168975.30656297607
1820,96639.34728952801
1821,122034.57950115151
1822,186680.81894330413
1823,62687.20363915041
1824,161614.10293022107
1825,152069.3811640563
1826,134428.47769199408
1827,128961.68426958496
1828,142544.29792641476
1829,163286.6979456393
1830,172792.40538020685
1831,167847.7557309597
1832,132131.1118201504
1833,170300.65373385904
1834,164115.19460057432
1835,172290.3047280678
1836,143456.92840423912
1837,128611.76088984695
1838,163991.4328649585
1839,79059.0588317684
1840,165992.41908390995
